"","idnum","m4a4","m5a4","kind_a5","kind_a6","kind_a7","scoreKind","t5c13a","t5c13b","t5c13c","score","X","f1g9a","f1g9b","f1g9c","f1g9d","f1g9e","f1g9f","f1g9g","f1g9h","f1g9i","f1g9j","f1g9k","f1g9l","m2b18a","m2b18b","m2b18c","m2b18d","m2b18e","m2b18f","m2b18g","m2b18h","m2c3a","m3b4a","m3b4b","m3b4c","m3b4d","m3b4e","m3b4f","m3b4g","m3b4h","m3b4i","m3b4j","m3b4k","m3b4l","m3b4m","m3c3a","m3c3b","m3c3c","m3c3d","m3c3e","m3c3f","m3c3g","m3c3h","m3c3i","m3c3j","m3c3k","m3c3l","m3c3m","f3c3a","f3c3b","f3c3c","f3c3d","f3c3e","f3c3f","f3c3g","f3c3h","f3c3i","f3c3j","f3c3k","f3c3l","f3c3m","f3b4a","f3b4b","f3b4c","f3b4d","f3b4e","f3b4f","f3b4g","f3b4h","f3b4i","f3b4j","f3b4k","f3b4l","f3b4m","m4c3a","m4c3b","m4c3c","m4c3d","m4c3e","m4c3f","m4c3g","m4c3h","f4b4a1","f4b4a2","f4b4a3","f4b4a4","f4b4a5","f4b4a6","f4b4a7","f4b4a8","f4c3a","f4c3b","f4c3c","f4c3d","f4c3e","f4c3f","f4c3g","f4c3h","f2b36a","f2b36b","f2b36c","f2b36d","f2b36e","f2b36f","f2b36g","f2b36h","f2c3a","f2c3b","f2c3c","f2c3d","f2c3e","f2c3f","f2c3g","f2c3h","f2c3i","f2c3j","m2c3b","m2c3c","m2c3d","m2c3e","m2c3f","m2c3g","m2c3h","m2c3i","m2c3j","tally","tally2"
"771",772,-14,-9,NA,NA,NA,NA,-9,-9,-9,-27,772,3,0,0,0,0,1,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,7,7,3,7,3,7,7,3,2,7,7,3,7,7,7,4,3,3,7,7,2,2,3,3,7,6,7,7,7,7,7,7,7,5,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1,1,1,0,0
"772",773,3,-3,NA,NA,NA,NA,-9,-9,-9,-27,773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,3,3,3,7,7,7,7,2,7,7,7,3,7,1,7,7,0,2,3,7,0,7,7,2,0,2,2,2,4,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,0,2,7,7,3,0,0
"773",774,6,7,1,1,2,4,1,2,2,5,774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,0,3,7,2,7,7,NA,7,7,7,7,2,7,7,3,7,3,2,7,7,NA,0,0,0,0,0,0,1,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"774",775,2,7,3,3,3,9,3,3,3,9,775,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,2,3,7,7,2,5,7,7,7,6,4,4,4,7,3,2,7,7,1,7,7,7,0,1,0,0,7,2,2,3,7,4,6,6,0,5,4,4,5,3,1,1,7,6,1,7,7,0,5,2,3,7,3,1,1,7,2,1,2,2,2,3,2,2,2,2,3,3,2,4,3,1,5,3,4,3,4,4,3,2,7,3,7,1,1,4,2,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,2,1,1,7,3,0,0
"775",776,4,3,NA,NA,NA,NA,-9,-9,-9,-27,776,0,0,0,0,0,0,0,2,1,0,0,1,3,3,5,5,3,0,4,2,3,2,4,7,2,4,4,4,4,4,1,1,4,4,2,NA,1,1,1,2,1,0,1,0,0,2,3,1,1,1,1,1,1,1,1,1,0,1,NA,1,7,7,7,3,6,4,4,7,7,3,2,0,7,0,2,1,2,2,0,0,2,3,3,5,4,5,3,1,5,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,3,1,4,4,2,4,0,0
"776",777,1,1,NA,NA,NA,NA,-9,-9,-9,-27,777,2,0,0,2,1,0,0,0,0,0,0,0,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,1,1,0,7,2,7,7,7,7,7,7,7,7,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,7,2,7,7,7,7,4,3,1,7,7,4,5,5,6,6,6,2,4,5,5,5,5,2,3,2,7,5,5,5,5,3,3,2,7,3,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,7,NA,NA,7,NA,NA,0,0
"777",778,5,6,3,3,3,9,2,3,3,8,778,2,1,0,2,0,1,0,7,0,0,0,0,7,7,3,7,7,7,7,7,NA,7,7,7,0,7,3,7,7,7,7,0,7,7,1,7,1,0,0,1,0,1,3,1,0,3,1,7,7,7,7,7,1,0,5,7,7,2,7,1,7,7,7,7,7,3,1,7,7,7,4,1,7,1,1,1,1,3,1,0,1,7,3,3,7,7,7,2,7,7,4,4,4,7,7,7,7,7,2,0,0,3,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"778",779,-9,-9,NA,NA,NA,NA,-9,-9,-9,-27,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,5,7,7,3,7,7,3,7,7,7,2,1,7,2,7,7,3,2,0,7,2,7,7,2,7,2,2,7,7,3,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,3,2,5,5,5,3,0,0
"779",780,-9,-9,NA,NA,NA,NA,-9,-9,-9,-27,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"780",781,3,6,4,4,4,12,-9,-9,-9,-27,781,0,0,0,0,0,7,0,0,0,0,0,0,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,2,2,7,7,7,7,7,7,7,7,7,7,7,2,2,7,7,7,7,7,4,7,7,7,5,7,2,1,7,7,7,7,7,3,3,7,7,4,7,2,1,7,7,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,7,7,7,3,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,3,7,7,7,7,0,0
"781",782,6,6,NA,NA,NA,NA,2,2,2,6,782,7,7,7,7,7,4,5,4,7,7,7,7,6,7,3,3,7,2,7,7,NA,5,7,7,7,3,7,7,7,7,3,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"782",783,1,1,NA,NA,NA,NA,2,2,2,6,783,0,0,0,0,0,7,0,1,0,2,0,0,7,4,4,0,7,1,7,7,3,7,7,7,7,7,7,7,4,7,2,1,7,7,4,7,7,7,7,7,4,7,7,2,1,7,7,2,7,7,5,4,3,2,6,7,2,1,4,4,1,7,7,6,3,5,2,7,6,2,1,7,6,7,5,5,7,7,7,3,7,1,2,0,7,7,7,2,7,2,2,2,1,7,2,4,4,3,1,1,2,7,2,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,7,3,7,7,7,7,0,0
"783",784,6,7,3,3,3,9,2,2,1,5,784,2,3,0,7,3,7,0,7,7,3,0,3,2,3,2,0,7,0,7,7,1,1,7,7,2,2,1,1,1,7,7,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2,2,4,7,2,0,0
"784",785,2,4,NA,NA,NA,NA,-9,-9,-9,-27,785,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,7,1,7,7,5,4,7,7,2,0,0,0,7,7,0,0,0,7,0,7,1,0,5,0,0,3,1,0,0,0,3,2,7,7,7,7,3,0,4,7,0,4,7,7,0,7,7,7,0,0,2,7,7,0,1,7,7,0,2,0,7,3,2,2,7,6,3,2,3,7,3,2,5,4,3,3,3,7,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7,1,7,4,7,4,0,0
"785",786,6,-9,NA,NA,NA,NA,2,3,2,7,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,4,4,7,2,7,7,NA,7,7,7,7,7,7,3,7,7,3,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"786",787,6,-9,4,3,4,11,-9,-9,-9,-27,787,7,5,7,7,7,7,7,7,7,7,7,7,7,2,2,7,7,1,7,7,2,7,7,7,2,2,7,7,7,7,7,1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,0,3,3,7,3,0,0
"787",788,5,6,NA,NA,NA,NA,3,3,3,9,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,0,7,7,5,7,7,7,3,7,3,2,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,1,1,4,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"788",789,2,4,NA,NA,NA,NA,-9,-9,-9,-27,789,0,0,0,1,2,NA,1,0,0,0,0,0,7,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,0,7,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,NA,NA,2,NA,NA,0,0
"789",790,2,1,NA,NA,NA,NA,4,4,4,12,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,5,4,2,7,7,4,4,7,7,4,4,5,4,3,5,2,1,3,3,4,7,7,3,3,4,4,2,4,1,1,2,3,1,7,7,2,1,1,1,0,7,2,2,3,3,3,7,7,1,2,2,2,1,7,2,1,0,7,4,5,5,3,7,4,2,3,3,3,3,2,7,0,0,3,2,2,2,1,7,1,1,2,4,0,2,2,3,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,3,2,1,2,7,7,0,0
"790",791,5,-14,4,3,4,11,-9,-9,-9,-27,791,2,0,0,1,0,3,0,1,0,0,0,1,7,7,7,7,7,7,7,4,6,3,7,7,7,5,5,5,7,5,3,4,0,7,3,5,5,3,3,3,3,5,3,3,3,0,3,3,7,7,5,4,4,4,4,5,3,2,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,5,3,3,5,3,5,5,5,7,5,4,5,4,5,5,4,7,3,3,5,7,7,2,2,7,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,6,7,6,7,0,0
"791",792,6,7,NA,NA,NA,NA,1,2,2,5,792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,4,7,7,7,5,7,2,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"792",793,5,7,NA,NA,NA,NA,4,4,4,12,793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,7,7,7,2,7,7,6,0,7,7,5,5,7,7,5,7,4,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,7,3,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,0,3,0,7,7,5,0,0
"793",794,1,1,3,3,3,9,5,5,4,14,794,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,4,3,1,7,7,NA,7,7,7,7,3,7,7,3,7,1,1,0,7,3,7,7,3,3,0,2,2,7,1,1,0,3,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,3,1,2,1,3,1,1,7,3,3,6,6,6,1,6,6,6,6,6,6,6,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"794",795,6,7,NA,NA,NA,NA,2,2,2,6,795,3,4,2,2,0,7,0,5,0,0,0,3,7,7,7,0,2,1,7,7,NA,2,7,7,7,2,7,7,2,7,3,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"795",796,2,1,NA,NA,NA,NA,-9,-9,-9,-27,796,0,0,0,2,0,0,0,7,0,0,0,0,7,7,7,1,7,2,7,7,4,7,7,7,7,7,7,5,4,7,3,1,4,4,1,7,3,0,2,3,3,1,7,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,2,5,6,1,6,2,4,4,2,7,6,3,7,5,5,5,5,7,7,3,7,7,7,7,5,7,2,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,2,2,0,1,7,0,0,0
"796",797,-9,-9,NA,NA,NA,NA,-9,-9,-9,-27,797,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,0,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"797",798,5,3,NA,NA,NA,NA,1,1,2,4,798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,4,7,7,7,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,7,7,1,7,7,4,0,0
"798",799,4,7,NA,NA,NA,NA,3,3,3,9,799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,7,7,7,7,7,7,7,0,2,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"799",800,1,-9,NA,NA,NA,NA,-9,-9,-9,-27,800,3,0,0,3,0,1,0,3,2,2,0,0,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,4,7,2,7,7,2,1,7,5,2,7,7,7,7,3,7,7,7,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,7,7,7,7,2,5,1,7,7,7,7,4,1,2,3,7,7,7,7,2,2,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,7,NA,NA,7,NA,NA,0,0
"800",801,6,6,NA,NA,NA,NA,3,3,3,9,801,0,7,0,5,7,7,0,5,0,0,3,0,7,7,7,7,7,7,7,7,0,7,7,7,7,7,4,4,7,7,7,1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,1,1,7,3,1,1,1,1,7,7,7,7,7,1,7,1,1,1,1,1,1,7,7,0,0,0,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,0,0
"801",802,1,1,NA,NA,NA,NA,4,4,4,12,802,1,0,0,0,0,0,0,1,0,0,0,0,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,4,7,7,1,1,0,4,4,7,6,7,6,7,6,7,7,1,1,0,4,7,7,7,7,4,7,4,7,7,2,1,7,4,5,7,7,7,7,7,7,5,5,2,1,4,5,4,7,7,7,5,5,3,1,5,7,4,5,3,5,4,0,7,7,3,7,7,5,5,0,7,7,7,0,7,3,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,7,1,5,6,7,5,0,0
"802",803,5,6,NA,NA,NA,NA,-9,-9,-9,-27,803,3,2,2,5,4,7,4,6,6,3,4,4,7,7,7,7,7,3,7,7,NA,5,7,7,5,5,7,7,5,5,1,1,0,7,5,7,7,5,5,1,5,5,5,1,1,0,5,7,7,7,7,7,7,7,7,7,NA,3,7,7,3,7,7,7,4,4,3,6,3,0,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"803",804,3,-9,NA,NA,NA,NA,-9,-9,-9,-27,804,1,0,1,0,3,7,0,7,0,0,1,0,7,7,2,5,7,3,7,7,7,7,7,7,5,5,5,5,5,7,2,2,2,3,4,7,7,4,4,0,3,6,7,2,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,2,5,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,7,7,7,0,0
"804",805,1,4,3,4,3,10,2,2,2,6,805,1,2,0,0,0,0,0,5,2,1,0,0,7,5,7,7,7,5,7,7,2,1,7,7,7,7,0,0,7,7,7,1,0,5,1,7,7,5,0,5,5,7,7,7,1,0,2,7,7,7,7,7,7,7,7,7,7,1,0,7,7,7,7,7,7,7,7,7,7,4,1,0,7,5,2,3,7,7,7,2,5,7,6,7,7,7,5,7,7,7,7,3,7,7,3,7,7,7,0,1,1,7,2,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,7,5,7,7,7,7,0,0
"805",806,-9,-9,NA,NA,NA,NA,-9,-9,-9,-27,806,1,0,0,0,0,2,1,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"806",807,5,6,2,2,1,5,-9,-9,-9,-27,807,2,2,0,3,0,6,0,2,0,0,0,0,7,7,4,3,7,3,7,7,3,7,7,7,7,7,7,7,7,7,3,1,0,7,1,4,7,7,7,7,7,7,7,3,2,0,7,7,7,7,7,7,7,7,7,7,7,NA,7,7,6,7,7,7,7,7,7,7,7,7,3,7,7,2,2,2,2,7,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,7,0,7,4,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,3,3,3,0,0
"807",808,-9,1,NA,NA,NA,NA,-9,-9,-9,-27,808,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,2,7,1,7,7,0,7,7,7,7,7,7,7,7,7,1,0,7,7,0,1,1,0,1,1,1,1,1,0,0,0,0,5,7,7,7,0,7,4,4,7,2,3,5,7,5,7,7,0,0,3,3,NA,7,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,7,7,7,3,7,7,7,7,3,7,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0
"808",809,3,2,NA,NA,NA,NA,-9,-9,-9,-27,809,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,2,7,7,7,7,NA,7,7,7,1,3,2,0,7,4,2,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
