"","idnum","mothid4","m4b0","m4b1","m4b2","m4b4a1","m4b26a","m4b4a2","m4b26b","m4b4a3","m4b26c","m4b4a4","m4b26d","m4b4a5","m4b26e","m4b4a6","m4b26f","m4b4a7","m4b26g","m4b4a8","m4b26h","m4b5","m4b5a","m4b8","m4b8a","m4b8b","m4b27","m4b28a","m4b28b","m4b28c","m4c3a","m4c3b","m4c3c","m4c3d","m4c3e","m4c3f","m4c3g","m4c3h","m4c4","m4c4a","m4c5","m4c7a","m4c7b","m4c7c","m4c7d","m4c26a","m4c26b","m4c26c","m4c26d","m4i0e","m4j18","kind_a5","kind_a6","kind_a7","kind_b1a","kind_b1b","kind_b1c","kind_b1d","kind_b1e","kind_b1f","kind_b1g","kind_b1h","kind_b1i"
"986","0986","09860",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","0987","09870",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","0988","09880",1,2,2,7,-6,5,-6,5,-6,7,-6,7,-6,2,-6,4,-6,2,-6,2,-6,1,3,15,-6,-6,-6,-6,0,0,0,0,1,0,0,1,2,-6,4,2,2,4,3,4,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","0989","09890",1,1,1,5,-6,5,-6,5,-6,5,-6,5,-6,5,-6,5,-6,5,-6,1,4,2,-6,-6,-6,-6,-6,-6,4,3,5,5,5,5,5,5,-2,-6,1,1,1,1,1,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","0990","09900",1,1,2,3,-6,4,-6,3,-6,7,-6,7,-6,4,-6,2,-6,7,-6,1,4,1,4,15,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,2,3,3,3,5,5,5,4,5,5,5,5,4
"991","0991","09910",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","0992","09920",1,2,2,7,-6,4,-6,4,-6,7,-6,7,-6,2,-6,3,-6,7,-6,1,3,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,3,3,4,4,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","0993","09930",1,3,3,3,-6,3,-6,3,-6,0,-6,4,-6,0,-6,2,-6,7,-6,1,3,1,3,34,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,2,2,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","0994","09940",1,3,2,3,-6,2,-6,2,-6,7,-6,1,-6,2,-6,1,-6,3,-6,1,4,2,-6,-6,-6,-6,-6,-6,2,2,2,2,2,2,1,4,1,4,1,2,1,2,2,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","0995","09950",1,2,2,1,-6,3,-6,4,-6,0,-6,7,-6,6,-6,3,-6,2,-6,1,4,1,5,15,-6,-6,-6,-6,0,0,1,3,7,4,2,3,2,-6,1,1,1,1,1,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","0996","09960",1,2,1,2,-6,5,-6,7,-6,1,-6,7,-6,0,-6,3,-6,7,-6,1,4,1,5,35,-6,-6,-6,-6,7,3,7,7,3,0,3,7,2,-6,2,1,1,1,2,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","0997","09970",1,2,1,5,-6,4,-6,4,-6,7,-6,7,-6,3,-6,1,-6,3,-6,1,4,1,5,20,-6,-6,-6,-6,3,0,3,5,7,3,1,3,2,-6,1,2,2,4,2,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","0998","09980",1,2,1,7,-6,4,-6,5,-6,7,-6,7,-6,3,-6,1,-6,2,-6,2,-6,1,5,10,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,4,4,3,3,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","0999","09990",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","1000","10000",1,1,1,4,-6,7,-6,7,-6,2,-6,7,-6,2,-6,1,-6,7,-6,1,3,1,5,30,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,3,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","1001","10010",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","1002","10020",1,1,1,4,-6,6,-6,6,-6,4,-6,7,-6,4,-6,3,-6,2,-6,2,-6,1,3,30,-6,-6,-6,-6,7,3,3,2,7,2,2,2,2,-6,1,1,1,1,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","1003","10030",1,3,3,1,-6,2,-6,2,-6,2,-6,4,-6,1,-6,7,-6,7,-6,1,4,1,4,40,-6,-6,-6,-6,1,3,2,7,1,7,0,7,1,4,1,1,2,1,1,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004","1004","10040",1,1,2,5,-6,7,-6,7,-6,7,-6,7,-6,7,-6,3,-6,7,-6,2,-6,1,5,35,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1005","1005","10050",1,2,1,7,-6,7,-6,7,-6,7,-6,7,-6,4,-6,3,-6,7,-6,2,-6,1,7,35,-6,-6,-6,-6,4,4,4,5,7,4,3,7,2,-6,1,1,1,1,2,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006","1006","10060",1,1,2,7,-6,3,-6,5,-6,0,-6,7,-6,7,-6,6,-6,7,-6,2,-6,1,3,35,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","1007","10070",1,1,1,7,-6,5,-6,6,-6,7,-6,7,-6,5,-6,3,-6,7,-6,1,2,1,5,13,-6,-6,-6,-6,5,2,2,3,7,2,3,7,1,3,1,1,1,2,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1008","1008","10080",1,3,1,3,-6,5,-6,5,-6,7,-6,7,-6,5,-6,3,-6,4,-6,2,-6,1,4,12,-6,-6,-6,-6,3,4,4,5,5,4,4,3,2,-6,1,1,1,2,2,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","1009","10090",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010","1010","10100",1,3,1,7,-6,4,-6,4,-6,7,-6,7,-6,7,-6,5,-6,7,-6,1,1,2,-6,-6,-6,-6,-6,-6,0,0,0,0,0,2,0,0,2,-6,2,4,4,4,4,4,4,4,4,-6,2,1,1,1,2,2,2,2,2,1,3,3,2
"1011","1011","10110",1,1,2,2,-6,7,-6,2,-6,3,-6,7,-6,1,-6,3,-6,5,-6,1,4,1,1,40,-6,-6,-6,-6,0,4,2,7,7,3,3,7,2,-6,1,1,2,1,1,-6,-6,-6,-6,2,2,4,4,4,5,5,5,5,5,4,5,5,5
"1012","1012","10120",1,1,1,7,-6,7,-6,7,-6,7,-6,7,-6,7,-6,1,-6,7,-6,2,-6,1,5,25,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,1,1,3,3,4,5,5,5,4,5,4,5,5,5
"1013","1013","10130",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014","1014","10140",1,1,1,7,-6,7,-6,3,-6,7,-6,7,-6,5,-6,7,-6,7,-6,2,-6,1,3,35,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015","1015","10150",1,2,1,2,-6,4,-6,7,-6,0,-6,7,-6,0,-6,2,-6,7,-6,1,4,2,-6,-6,-6,-6,-6,-6,4,4,4,0,7,0,2,2,2,-6,1,1,1,3,1,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016","1016","10160",1,2,2,3,-6,1,-6,0,-6,5,-6,5,-6,3,-6,2,-6,4,-6,1,3,1,1,40,-6,-6,-6,-6,2,3,1,4,5,3,2,4,2,-6,1,1,1,2,1,-6,-6,-6,-6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","1017","10170",1,1,2,5,-6,7,-6,4,-6,3,-6,7,-6,2,-6,1,-6,3,-6,2,-6,2,-6,-6,-6,-6,-6,-6,2,1,0,2,7,0,2,4,2,-6,1,1,3,1,4,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018","1018","10180",1,2,1,5,-6,3,-6,3,-6,5,-6,6,-6,5,-6,2,-6,5,-6,1,4,1,3,40,-6,-6,-6,-6,1,0,2,2,2,2,0,2,2,-6,2,3,4,4,4,4,4,4,2,1,2,4,3,3,5,4,3,4,3,4,4,3,3
"1019","1019","10190",1,3,3,5,-6,5,-6,5,-6,5,-6,7,-6,6,-6,2,-6,7,-6,1,3,1,3,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,2,2,3,3,3,5,5,5,4,4,5,4,4,5
"1020","1020","10200",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021","1021","10210",1,2,3,7,-6,7,-6,0,-6,0,-6,7,-6,1,-6,5,-6,7,-6,2,-6,1,4,32,-6,-6,-6,-6,3,2,0,0,5,2,7,7,2,-6,1,-2,-2,-2,-2,-6,-6,-6,-6,1,2,3,3,2,3,4,3,5,4,4,5,4,5
"1022","1022","10220",1,3,1,7,-6,7,-6,5,-6,3,-6,7,-6,7,-6,4,-6,7,-6,1,2,2,-6,-6,-6,-6,-6,-6,7,1,2,5,5,5,2,7,1,3,2,3,3,2,2,-6,-6,-6,-6,-6,2,4,4,4,5,5,4,4,5,5,5,5,5
"1023","1023","10230",1,2,1,6,-6,5,-6,2,-6,2,-6,7,-6,2,-6,5,-6,2,-6,2,-6,1,3,9,-6,-6,-6,-6,4,2,2,4,7,1,1,1,2,-6,2,2,3,2,2,-6,-6,-6,-6,1,2,3,-1,-1,6,6,6,6,5,5,6,6,6
"1024","1024","10240",1,2,2,6,-6,7,-6,7,-6,7,-6,7,-6,6,-6,3,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,7,7,7,7,7,7,4,7,2,-6,1,1,1,1,1,-6,-6,-6,-6,-6,2,3,3,3,4,4,3,3,2,3,4,3,3
"1025","1025","10250",1,1,1,4,-6,5,-6,7,-6,5,-6,4,-6,3,-6,2,-6,5,-6,1,4,1,7,35,-6,-6,-6,-6,3,2,2,2,3,2,1,1,-2,-6,3,3,4,4,3,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","1026","10260",1,3,1,3,-6,7,-6,4,-6,7,-6,7,-6,7,-6,2,-6,7,-6,1,3,2,-6,-6,-6,-6,-6,-6,1,1,1,1,2,3,1,1,2,-6,5,-6,-6,-6,-6,2,2,2,2,-6,1,2,2,2,2,2,1,2,2,2,2,2,2
"1027","1027","10270",1,2,1,7,-6,7,-6,7,-6,7,-6,7,-6,4,-6,7,-6,4,-6,2,-6,1,3,40,-6,-6,-6,-6,2,2,2,2,-2,2,1,2,2,-6,2,2,4,4,2,3,2,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","1028","10280",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","1029","10290",1,1,1,4,-6,5,-6,7,-6,2,-6,7,-6,4,-6,7,-6,3,-6,2,-6,1,1,40,-6,-6,-6,-6,1,1,3,5,5,5,7,5,2,-6,1,2,2,1,2,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","1030","10300",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","1031","10310",1,1,1,5,-6,7,-6,7,-6,7,-6,7,-6,5,-6,5,-6,4,-6,2,-6,1,2,5,-6,-6,-6,-6,3,5,4,5,7,3,2,6,2,-6,1,1,1,1,3,-6,-6,-6,-6,1,2,3,4,3,5,5,3,5,5,5,5,5,4
"1032","1032","10320",1,1,1,5,-6,3,-6,6,-6,7,-6,7,-6,3,-6,4,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,1,1,5,4,7,3,2,4,2,-6,1,1,2,1,2,-6,-6,-6,-6,-6,2,1,1,2,2,2,1,2,3,3,4,4,3
"1033","1033","10330",1,2,1,7,-6,7,-6,7,-6,7,-6,7,-6,2,-6,1,-6,3,-6,1,4,1,5,40,-6,-6,-6,-6,7,3,3,1,7,2,5,1,1,4,1,1,1,1,1,-6,-6,-6,-6,1,1,4,3,4,5,5,5,4,4,4,5,4,4
"1034","1034","10340",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","1035","10350",1,1,1,3,-6,4,-6,2,-6,3,-6,7,-6,7,-6,2,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,0,0,0,0,0,0,0,0,2,-6,5,-6,-6,-6,-6,4,2,4,4,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036","1036","10360",1,2,2,7,-6,5,-6,5,-6,7,-6,7,-6,5,-6,5,-6,3,-6,2,-6,1,1,40,-6,-6,-6,-6,2,2,2,5,7,2,1,1,2,-6,1,1,1,1,3,-6,-6,-6,-6,2,2,1,3,1,4,2,2,2,4,2,3,3,2
"1037","1037","10370",1,3,2,0,-6,5,-6,6,-6,3,-6,5,-6,4,-6,1,-6,0,-6,1,4,1,1,38,-6,-6,-6,-6,0,0,0,1,2,2,1,2,2,-6,1,1,2,1,1,-6,-6,-6,-6,2,2,4,4,4,3,5,5,4,3,3,5,4,4
"1038","1038","10380",1,1,1,5,-6,5,-6,7,-6,7,-6,7,-6,4,-6,4,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,-6,1,4,2,3,5,5,5,5,2,2,5,5,5
"1039","1039","10390",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040","1040","10400",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041","1041","10410",1,2,1,4,-6,7,-6,1,-6,4,-6,7,-6,2,-6,-2,-6,6,-6,2,-6,1,1,30,-6,-6,-6,-6,5,7,-2,3,7,4,2,7,2,-6,1,1,3,4,1,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042","1042","10420",1,1,2,3,-6,1,-6,0,-6,1,-6,3,-6,7,-6,5,-6,7,-6,1,4,2,-6,-6,-6,-6,-6,-6,1,0,0,0,2,2,3,7,2,-6,1,1,1,1,3,-6,-6,-6,-6,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043","1043","10430",1,2,4,5,-6,0,-6,0,-6,0,-6,7,-6,0,-6,7,-6,7,-6,2,-6,1,5,13,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044","1044","10440",1,1,1,5,-6,7,-6,7,-6,7,-6,7,-6,1,-6,3,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,5,5,5,5,7,1,3,5,2,-6,2,1,1,1,1,-6,-6,-6,-6,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","1045","10450",1,2,2,4,-6,7,-6,5,-6,7,-6,5,-6,7,-6,5,-6,5,-6,1,4,2,-6,-6,-6,-6,-6,-6,5,5,6,7,5,7,5,4,1,4,1,1,1,1,1,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046","1046","10460",2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047","1047","10470",1,2,2,3,-6,7,-6,2,-6,7,-6,7,-6,7,-6,2,-6,1,-6,2,-6,1,5,15,-6,-6,-6,-6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-6,4,3,4,4,4,3,3,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","1048","10480",1,3,1,5,-6,3,-6,3,-6,7,-6,7,-6,7,-6,2,-6,5,-6,2,-6,1,7,25,-6,-6,-6,-6,2,2,4,5,7,2,2,7,2,-6,1,1,1,1,3,2,2,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049","1049","10490",1,2,1,6,-6,7,-6,7,-6,7,-6,7,-6,3,-6,0,-6,7,-6,2,-6,1,7,35,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050","1050","10500",1,2,1,2,-6,5,-6,3,-6,7,-6,7,-6,7,-6,5,-6,7,-6,2,-6,1,3,4,-6,-6,-6,-6,0,2,3,7,6,7,5,7,2,-6,1,1,1,2,1,-6,-6,-6,-6,2,2,2,3,3,4,5,5,4,5,4,5,5,4
"1051","1051","10510",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052","1052","10520",1,2,2,5,-6,4,-6,5,-6,5,-6,7,-6,3,-6,7,-6,5,-6,1,3,2,-6,-6,-6,-6,-6,-6,4,4,4,3,7,6,4,5,1,4,1,1,1,1,2,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1053","1053","10530",1,3,2,6,-6,5,-6,5,-6,4,-6,7,-6,2,-6,1,-6,6,-6,2,-6,1,7,35,-6,-6,-6,-6,4,4,3,2,7,2,1,7,2,-6,1,1,2,1,2,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1054","1054","10540",1,1,1,7,-6,1,-6,2,-6,7,-6,4,-6,2,-6,1,-6,7,-6,1,3,1,1,32,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,3,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1055","1055","10550",1,1,1,6,-6,7,-6,7,-6,7,-6,5,-6,4,-6,4,-6,2,-6,1,3,1,5,10,-6,-6,-6,-6,1,3,3,3,3,3,1,1,1,4,2,2,1,1,2,-6,-6,-6,-6,2,1,4,3,3,5,5,5,3,4,6,5,4,4
"1056","1056","10560",1,2,1,2,-6,5,-6,5,-6,5,-6,6,-6,3,-6,4,-6,5,-6,1,4,1,5,15,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057","1057","10570",1,2,1,2,-6,7,-6,4,-6,4,-6,7,-6,1,-6,4,-6,5,-6,1,4,1,1,35,-6,-6,-6,-6,0,1,1,2,2,2,1,2,2,-6,1,1,4,4,3,2,3,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058","1058","10580",1,1,1,3,-6,5,-6,7,-6,2,-6,7,-6,3,-6,3,-6,6,-6,2,-6,1,5,10,-6,-6,-6,-6,1,2,4,4,7,4,3,4,2,-6,2,1,1,1,1,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059","1059","10590",1,2,1,5,-6,5,-6,3,-6,3,-6,7,-6,7,-6,5,-6,4,-6,2,-6,1,3,8,-6,-6,-6,-6,2,4,5,3,5,5,4,2,1,4,1,1,2,1,1,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060","1060","10600",1,1,1,7,-6,5,-6,5,-6,5,-6,5,-6,5,-6,3,-6,5,-6,1,1,1,7,20,-6,-6,-6,-6,5,3,3,5,5,2,2,3,1,4,1,1,3,3,2,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061","1061","10610",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062","1062","10620",1,2,1,3,-6,7,-6,2,-6,7,-6,7,-6,2,-6,3,-6,7,-6,2,-6,1,4,35,-6,-6,-6,-6,2,5,1,7,7,2,3,7,2,-6,1,1,1,1,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063","1063","10630",1,1,1,7,-6,7,-6,7,-6,7,-6,7,-6,1,-6,7,-6,4,-6,2,-6,1,3,12,-6,-6,-6,-6,2,2,5,2,7,2,2,7,2,-6,1,2,2,1,3,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","1064","10640",1,1,4,7,-6,7,-6,7,-6,7,-6,7,-6,5,-6,4,-6,7,-6,1,4,1,4,20,-6,-6,-6,-6,1,0,2,7,7,2,2,7,1,4,1,1,2,1,4,-6,-6,-6,-6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","1065","10650",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066","1066","10660",1,2,3,3,-6,4,-6,4,-6,5,-6,2,-6,1,-6,3,-6,5,-6,2,-6,2,-6,-6,-6,-6,-6,-6,1,1,1,2,4,2,2,4,2,-6,4,4,4,4,4,4,4,4,4,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
