"","idnum","mothid3","cm3fint","m3a4","m3a4b","m3a8c","m3a9","cm3age","cm3b_age","m3a4a","m3a4a1","m3a4a2","m3b4a","m3b4c","m3b4d","m3b4e","m3b4f","m3b4b","m3b4m","m3b4g","m3b4h","m3b4i","m3b4k","m3b4l","m3b5","m3b5a","m3b7","m3b7a","m3c1","m3c1a","m3c2a","m3c2b1","m3c2b2","m3c2c","m3c2d","m3c3a","m3c3f","m3c3g","m3c3h","m3c3j","m3c3b","m3c3m","m3c4","m3c3c","m3c3d","m3c3e","m3c3i","m3c3k","m3c3l"
"1059","1059","10590",1,1,-6,1,-6,31,34,-6,1,1,4,7,6,4,5,7,4,5,6,7,1,7,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,3,3,3,4,1,7,3,1,7,2,3,6,1,5
"1060","1060","10600",1,1,-6,1,-6,27,37,-6,1,1,7,7,5,7,6,7,7,6,7,4,5,7,1,4,1,-2,1,-6,-6,-6,-6,-6,-6,4,4,4,3,0,7,3,1,7,2,4,4,0,0
"1061","1061","10610",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1062","1062","10620",1,1,-6,1,-6,29,34,-6,1,1,7,7,4,0,7,7,7,7,7,7,1,0,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,4,4,4,7,0,7,7,2,7,7,7,7,1,0
"1063","1063","10630",1,1,-6,1,-6,35,37,-6,1,1,4,7,7,3,4,7,7,4,4,7,3,3,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,1,1,2,1,1,7,4,2,7,4,2,7,2,0
"1064","1064","10640",1,1,-6,1,-6,29,33,-6,1,1,6,7,7,7,7,7,7,7,7,7,2,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,1,1,7,7,1,7,0,2,7,7,4,7,0,0
"1065","1065","10650",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1066","1066","10660",1,1,-6,1,-6,32,35,-6,1,1,7,7,2,2,7,7,7,7,3,7,2,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,0,0,3,0,2,7,0,2,7,1,3,7,1,1
"1067","1067","10670",1,3,-6,2,3,28,33,-6,-6,-6,7,7,7,7,3,7,7,4,7,7,1,0,1,2,1,42,2,2,1,-6,-6,1,15,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1068","1068","10680",0,5,-6,2,5,22,34,-6,-6,-6,7,7,3,7,7,7,7,0,7,7,1,7,1,3,1,44,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1069","1069","10690",1,2,1,2,1,21,37,2,3,2,7,7,7,2,7,7,7,7,7,7,1,0,2,-6,1,32,2,2,3,-6,-6,1,150,0,0,0,0,1,0,0,2,7,0,0,2,0,0
"1070","1070","10700",1,1,-6,1,-6,44,33,-6,1,1,5,7,7,5,7,7,7,1,1,5,1,7,1,3,1,45,1,-6,-6,-6,-6,-6,-6,2,3,1,4,1,7,7,1,7,2,3,1,1,2
"1071","1071","10710",1,4,-6,2,3,26,36,-6,-6,-6,7,7,7,3,7,7,7,7,7,7,7,0,2,-6,1,40,2,2,5,-6,-6,2,-6,0,1,1,0,0,1,0,2,2,0,0,0,0,0
"1072","1072","10720",1,1,-6,1,-6,33,33,-6,1,1,7,7,7,7,7,7,7,7,7,7,2,2,1,2,1,30,1,-6,-6,-6,-6,-6,-6,2,4,4,4,1,7,2,1,7,2,4,4,1,1
"1073","1073","10730",0,3,-6,2,6,25,35,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,3,0,2,-6,1,30,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1074","1074","10740",1,2,7,1,-6,33,34,1,1,2,7,7,5,2,4,7,7,2,7,7,2,0,1,4,1,45,1,-6,-6,-6,-6,-6,-6,3,1,2,7,0,7,3,2,7,2,1,7,2,0
"1075","1075","10750",1,4,-6,2,1,28,34,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1076","1076","10760",1,4,-6,2,2,31,36,-6,-6,-6,3,7,4,7,7,7,7,5,7,5,7,7,1,4,2,-6,2,2,10,-6,-6,1,10,3,4,4,5,3,4,4,2,6,5,4,5,4,4
"1077","1077","10770",1,4,-6,2,3,26,38,-6,-6,-6,7,7,4,3,5,7,7,1,3,7,1,3,2,-6,1,45,2,2,3,-6,-6,2,-6,0,0,0,0,0,1,0,2,1,0,0,1,0,0
"1078","1078","10780",1,1,-6,1,-6,35,33,-6,1,1,3,7,3,0,2,7,7,3,7,7,1,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,2,0,2,2,2,7,2,2,7,0,2,7,2,1
"1079","1079","10790",1,3,-6,2,4,26,34,-6,-6,-6,3,7,4,0,7,7,7,7,7,7,2,0,1,4,1,50,2,2,1,-6,-6,1,25,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1080","1080","10800",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1081","1081","10810",1,4,-6,2,2,31,35,-6,-6,-6,3,7,5,7,7,7,0,7,7,7,1,0,2,-6,1,25,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1082","1082","10820",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1083","1083","10830",1,5,-6,2,2,26,42,-6,-6,-6,7,7,4,7,7,7,2,2,7,7,3,0,2,-6,2,-6,2,2,12,-6,-6,1,6,-2,-2,-2,-2,-2,2,3,-2,-2,0,-2,-2,-2,0
"1084","1084","10840",1,3,-6,2,6,33,33,-6,-6,-6,7,7,0,7,7,7,7,7,7,7,7,7,2,-6,2,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1085","1085","10850",0,5,-6,-6,-6,26,43,-6,-6,-6,7,7,7,7,6,7,7,7,7,7,0,0,1,4,1,41,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1086","1086","10860",0,4,-6,2,3,17,36,-6,-6,-6,3,7,7,7,7,7,7,7,7,7,2,7,1,4,1,5,2,2,3,-6,-6,1,4,-2,-2,-2,2,1,2,2,1,3,3,-2,2,0,5
"1087","1087","10870",1,2,7,1,-6,20,35,1,1,2,7,7,7,7,7,7,7,7,7,7,3,0,1,3,1,1,1,-6,-6,-6,-6,-6,-6,7,2,2,5,2,7,7,1,7,5,1,7,3,0
"1088","1088","10880",1,2,7,1,-6,24,35,1,1,2,5,7,2,5,1,7,7,3,7,7,2,0,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,1,0,3,2,7,7,7,1,7,0,3,3,2,0
"1089","1089","10890",1,4,-6,2,1,23,36,-6,-6,-6,7,7,4,7,7,7,7,7,7,7,2,7,2,-6,2,-6,2,2,30,-6,-6,1,-2,6,7,7,7,6,7,5,2,7,6,7,7,6,6
"1090","1090","10900",0,4,-6,2,1,33,36,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,1,7,2,-6,2,-6,2,2,30,-6,-6,1,4,4,2,2,2,1,3,2,2,7,2,2,4,1,7
"1091","1091","10910",1,3,-6,2,4,34,33,-6,-6,-6,4,7,2,4,3,7,7,2,4,5,4,2,1,2,1,40,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1092","1092","10920",1,3,-6,2,6,28,38,-6,-6,-6,5,7,3,4,5,7,7,6,6,5,2,7,2,-6,2,-6,2,2,0,4,2002,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1093","1093","10930",1,5,-6,2,6,42,36,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,0,11,2001,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1094","1094","10940",1,1,-6,1,-6,25,39,-6,1,1,4,7,0,5,4,7,7,0,0,7,5,7,2,-6,1,35,1,-6,-6,-6,-6,-6,-6,5,5,2,0,7,7,4,2,7,0,7,5,5,5
"1095","1095","10950",1,5,-6,2,4,25,36,-6,-6,-6,1,7,7,7,1,7,7,0,7,7,2,0,1,4,2,-6,2,2,1,-6,-6,1,20,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1096","1096","10960",0,1,-6,1,-6,37,36,-6,1,1,1,7,4,7,7,7,7,7,7,7,3,2,1,3,1,12,1,-6,-6,-6,-6,-6,-6,2,3,3,2,2,3,0,2,3,2,5,1,3,3
"1097","1097","10970",1,2,-2,1,-6,36,35,1,1,2,5,7,7,6,4,7,7,3,4,7,5,2,1,4,1,32,1,-6,-6,-6,-6,-6,-6,5,3,3,5,3,7,7,1,7,7,3,7,7,2
"1098","1098","10980",1,1,-6,1,-6,27,33,-6,1,1,7,7,7,7,7,7,7,7,7,7,2,7,2,-6,1,40,1,-6,-6,-6,-6,-6,-6,0,4,4,7,1,7,1,2,7,0,4,7,2,7
"1099","1099","10990",1,1,-6,1,-6,29,36,-6,1,1,3,7,4,3,2,7,7,3,7,5,1,1,1,2,2,-6,1,-6,-6,-6,-6,-6,-6,3,2,2,5,4,7,4,1,7,2,3,3,1,1
"1100","1100","11000",1,2,7,1,-6,35,34,1,1,2,7,7,5,6,7,7,7,7,5,7,3,2,1,3,1,40,1,-6,-6,-6,-6,-6,-6,6,2,2,3,3,7,2,1,7,3,5,7,1,1
"1101","1101","11010",1,2,7,1,-6,24,34,1,1,2,7,7,7,7,7,7,7,7,7,7,2,0,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,5,5,5,7,5,7,7,2,7,7,5,7,2,0
"1102","1102","11020",1,2,2,1,-6,22,35,1,1,2,7,7,7,0,7,7,7,0,7,7,1,0,1,3,1,20,1,-6,-6,-6,-6,-6,-6,1,3,0,1,1,7,0,2,7,0,0,-2,1,0
"1103","1103","11030",0,4,-6,2,2,23,36,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,2,0,2,-6,1,40,2,2,2,-6,-6,1,10,2,1,7,1,1,1,1,2,7,1,1,3,1,0
"1104","1104","11040",1,1,-6,1,-6,26,33,-6,1,1,3,7,1,0,5,7,7,0,1,1,1,1,2,-6,1,15,1,-6,-6,-6,-6,-6,-6,1,1,0,2,3,7,2,1,7,4,0,7,1,1
"1105","1105","11050",0,-14,-6,-6,-14,30,36,-6,-6,-6,7,7,4,7,7,7,3,1,7,7,1,0,2,-6,2,-6,2,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1106","1106","11060",1,1,-6,1,-6,31,34,-6,1,1,7,7,1,7,7,7,7,3,7,7,1,7,2,-6,1,36,1,-6,-6,-6,-6,-6,-6,7,0,4,5,1,7,3,2,7,0,7,7,1,0
"1107","1107","11070",1,3,-6,2,5,30,34,-6,-6,-6,5,7,7,0,3,7,5,3,3,7,4,5,2,-6,1,40,2,2,0,5,2002,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1108","1108","11080",0,4,-6,2,4,29,35,-6,-6,-6,4,7,7,5,3,7,7,4,3,7,1,7,2,-6,1,20,2,2,0,3,2003,1,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1109","1109","11090",1,2,7,1,-6,24,33,1,1,2,7,7,5,5,5,7,7,7,7,7,1,0,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,7,4,3,7,2,7,3,2,7,3,4,5,2,4
"1110","1110","11100",1,1,-6,1,-6,28,33,-6,1,1,7,7,3,1,7,7,0,1,2,5,2,0,1,4,1,45,1,-6,-6,-6,-6,-6,-6,7,7,0,5,2,7,-2,2,7,2,4,5,-2,0
"1111","1111","11110",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1112","1112","11120",1,1,-6,1,-6,31,36,-6,1,1,7,7,3,3,2,7,7,3,2,7,2,1,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,2,0,1,1,1,7,0,2,7,1,1,7,1,1
"1113","1113","11130",1,1,-6,1,-6,28,33,-6,1,1,2,7,4,3,7,7,7,2,7,5,0,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,0,1,0,3,2,7,2,1,7,3,3,5,0,3
"1114","1114","11140",1,1,-6,1,-6,34,41,-6,1,1,7,7,7,4,3,7,7,3,3,7,2,7,2,-6,1,30,1,-6,-6,-6,-6,-6,-6,7,7,7,7,1,7,7,2,7,7,7,7,2,7
"1115","1115","11150",1,4,-6,2,1,25,33,-6,-6,-6,7,7,7,7,3,7,7,7,3,7,7,7,1,1,2,-6,2,2,30,-6,-6,1,540,7,-2,7,-2,1,7,2,1,7,7,7,7,7,3
"1116","1116","11160",0,5,-6,-6,-6,26,33,-6,-6,-6,0,7,3,0,0,7,5,0,2,3,0,5,1,4,1,10,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1117","1117","11170",1,4,-6,2,2,28,34,-6,-6,-6,7,7,2,0,2,7,7,4,7,5,2,0,2,-6,1,30,2,2,2,-6,-6,1,15,1,2,2,2,1,2,2,2,2,-2,-2,2,1,0
"1118","1118","11180",1,2,7,1,-6,23,34,1,1,2,7,7,7,5,7,7,7,7,7,7,2,3,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,3,2,2,7,5,7,6,1,7,7,3,5,2,2
"1119","1119","11190",0,2,2,1,-6,41,35,1,1,2,0,7,1,2,0,7,7,0,7,1,1,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,0,0,0,7,1,7,0,2,7,0,7,2,1,0
"1120","1120","11200",1,1,-6,1,-6,40,38,-6,1,1,6,7,7,7,7,7,7,7,7,5,1,7,1,4,1,40,1,-6,-6,-6,-6,-6,-6,1,7,3,7,1,7,0,2,7,3,7,3,1,7
"1121","1121","11210",1,1,-6,1,-6,28,36,-6,1,1,7,7,7,3,7,7,7,3,7,7,1,0,2,-6,1,32,1,-6,-6,-6,-6,-6,-6,2,1,1,7,3,7,2,2,7,1,7,7,1,0
"1122","1122","11220",1,4,-6,2,6,22,39,-6,-6,-6,7,7,5,6,7,7,7,7,7,7,1,0,2,-6,1,40,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1123","1123","11230",1,1,-6,1,-6,34,37,-6,1,1,7,7,7,7,7,7,7,3,7,7,1,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,1,3,2,5,0,7,2,2,4,7,7,7,1,2
"1124","1124","11240",1,2,7,1,-6,32,34,1,1,2,7,7,2,0,3,7,7,3,7,7,1,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,2,7,7,2,2,7,7,2,7,1,2,7,1,2
"1125","1125","11250",1,2,7,1,-6,25,34,1,1,2,7,7,7,7,5,7,7,4,5,5,3,2,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,2,2,2,2,2,7,2,2,7,7,2,7,7,2
"1126","1126","11260",0,-14,-6,-6,-14,26,34,-6,-6,-6,5,7,3,4,7,7,7,4,5,5,1,7,2,-6,2,-6,2,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1127","1127","11270",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1128","1128","11280",1,2,7,1,-6,22,37,1,1,2,4,7,4,4,6,5,7,6,7,7,1,2,1,4,1,40,1,-6,-6,-6,-6,-6,-6,3,4,4,2,1,7,2,2,7,2,2,7,1,1
"1129","1129","11290",0,5,-6,2,3,31,36,-6,-6,-6,7,7,3,2,7,7,7,1,7,7,1,0,1,3,1,30,2,2,1,-6,-6,1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1130","1130","11300",1,1,-6,1,-6,22,33,-6,1,1,5,7,5,7,7,6,7,7,7,7,4,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,6,5,5,7,2,7,5,7,7,4,7
"1131","1131","11310",1,3,-6,2,3,23,40,-6,-6,-6,4,7,7,4,7,7,7,7,5,7,4,3,1,3,1,20,2,2,2,-6,-6,1,30,0,0,0,1,1,1,0,2,1,0,0,1,0,0
"1132","1132","11320",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1133","1133","11330",1,2,7,1,-6,23,37,1,1,2,7,7,7,7,7,7,7,7,2,7,1,2,2,-6,1,72,1,-6,-6,-6,-6,-6,-6,7,2,1,0,1,7,7,1,7,3,3,7,1,1
"1134","1134","11340",0,4,-6,2,1,23,50,-6,-6,-6,1,7,7,7,4,7,7,7,7,7,1,0,1,3,1,40,2,2,30,-6,-6,1,150,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"1135","1135","11350",1,2,7,1,-6,24,32,1,1,2,7,7,5,7,7,7,7,7,7,7,2,7,2,-6,1,10,1,-6,-6,-6,-6,-6,-6,5,5,5,7,4,7,5,2,7,4,7,7,2,7
"1136","1136","11360",1,1,-6,1,-6,22,35,-6,1,1,7,7,7,7,7,7,7,7,7,7,2,0,2,-6,1,40,1,-6,-6,-6,-6,-6,-6,7,7,7,7,2,7,7,2,7,7,7,7,2,0
"1137","1137","11370",0,5,-6,2,5,22,39,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,1,2,2,-6,2,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1138","1138","11380",0,5,-6,2,4,30,42,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,1,0,2,-6,2,-6,2,2,0,5,2001,1,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1139","1139","11390",1,1,-6,1,-6,33,33,-6,1,1,5,7,7,7,5,7,7,5,5,3,1,0,2,-6,1,16,1,-6,-6,-6,-6,-6,-6,2,3,7,5,1,7,7,1,7,7,3,2,1,0
"1140","1140","11400",1,1,-6,1,-6,22,35,-6,1,1,7,7,2,2,5,7,7,0,7,3,2,7,1,4,1,45,1,-6,-6,-6,-6,-6,-6,7,3,0,5,1,7,2,2,7,1,2,1,2,0
"1141","1141","11410",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1142","1142","11420",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1143","1143","11430",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1144","1144","11440",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1145","1145","11450",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1146","1146","11460",1,4,-6,2,1,33,39,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,2,7,2,-6,1,40,2,2,20,-6,-6,2,-6,2,1,-2,2,1,2,0,2,7,2,2,2,0,2
"1147","1147","11470",0,5,-6,2,6,27,36,-6,-6,-6,4,7,3,7,5,7,7,7,7,7,3,7,1,3,2,-6,2,2,0,8,1999,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1148","1148","11480",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1149","1149","11490",1,4,-6,2,3,20,36,-6,-6,-6,7,7,2,2,7,7,7,3,7,7,2,7,1,4,1,24,2,2,15,-6,-6,1,7,0,0,0,1,0,0,0,1,1,0,0,0,1,0
"1150","1150","11500",1,2,7,1,-6,33,32,1,1,2,7,7,7,7,4,7,7,7,7,7,1,0,1,4,1,35,1,-6,-6,-6,-6,-6,-6,2,3,4,7,1,7,2,1,7,7,4,7,1,0
"1151","1151","11510",1,4,-6,2,1,21,33,-6,-6,-6,7,7,5,5,7,7,7,7,1,7,2,7,1,4,1,32,2,2,10,-6,-6,1,50,2,2,2,2,0,3,2,1,7,2,2,2,0,2
"1152","1152","11520",1,2,7,1,-6,22,33,1,1,2,7,7,5,7,7,7,7,7,7,5,1,0,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,6,4,4,6,1,7,3,1,7,2,6,6,1,0
"1153","1153","11530",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1154","1154","11540",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1155","1155","11550",1,2,7,1,-6,25,40,1,1,2,7,7,7,4,0,7,7,0,7,7,1,7,1,2,1,24,1,-6,-6,-6,-6,-6,-6,3,0,0,2,0,7,7,2,7,0,0,2,2,2
"1156","1156","11560",1,4,-6,2,2,32,34,-6,-6,-6,6,7,4,4,7,7,7,5,7,7,2,0,1,4,1,40,2,2,3,-6,-6,1,10,0,0,0,0,0,0,0,2,3,0,0,0,0,0
"1157","1157","11570",0,2,7,1,-6,42,42,1,1,2,7,7,7,7,7,7,7,7,7,7,0,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,4,0,7,7,1,7,7,7,5,0,7
"1158","1158","11580",0,5,-6,2,6,22,36,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,2,0,1,3,2,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1159","1159","11590",1,1,-6,1,-6,31,36,-6,1,1,7,7,7,7,7,7,7,7,5,7,1,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,2,7,7,5,1,7,1,2,7,5,5,5,1,4
"1160","1160","11600",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1161","1161","11610",1,1,-6,1,-6,38,34,-6,1,1,6,7,0,0,6,7,7,6,0,6,0,0,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,1,1,1,0,2,3,0,2,7,0,1,1,3,0
"1162","1162","11620",1,1,-6,1,-6,36,33,-6,1,1,6,6,6,6,6,6,6,6,6,6,1,0,2,-6,1,15,1,-6,-6,-6,-6,-6,-6,3,7,7,7,1,7,7,2,7,7,3,5,1,0
"1163","1163","11630",1,1,-6,1,-6,25,37,-6,1,1,7,7,7,0,7,7,7,7,7,7,3,0,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,3,7,7,7,7,7,3,1,7,7,0,7,3,7
"1164","1164","11640",1,1,-6,1,-6,40,39,-6,1,1,5,7,7,5,6,7,7,3,2,6,1,7,2,-6,1,1,1,-6,-6,-6,-6,-6,-6,5,2,4,3,1,7,1,2,7,7,7,7,1,7
"1165","1165","11650",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1166","1166","11660",1,1,-6,1,-6,33,37,-6,1,1,7,7,3,7,4,7,7,7,7,4,2,2,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,7,4,4,4,0,7,5,2,7,7,7,6,2,5
"1167","1167","11670",1,2,7,1,-6,42,36,1,1,2,5,7,7,7,7,7,7,7,7,7,0,0,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,3,3,3,7,0,7,7,2,7,3,7,7,0,0
"1168","1168","11680",0,4,-6,2,2,36,36,-6,-6,-6,5,7,7,-2,2,7,7,0,2,7,2,3,2,-6,1,32,2,2,1,-6,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1169","1169","11690",1,2,7,1,-6,23,37,1,1,2,7,7,7,5,7,7,7,1,7,7,1,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,7,2,7,7,2,7,7,7,7,1,7
"1170","1170","11700",1,1,-6,1,-6,29,36,-6,1,1,3,7,7,7,4,7,7,4,3,7,0,2,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,2,2,3,2,0,7,0,2,7,7,1,3,0,2
